# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 1447660270
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
# Adaptation terminated
# Step size = 0.892405
# Diagonal elements of inverse mass matrix:
# 0.459111
-6.79381,0.975933,0.892405,2,3,0,0.289032
-6.76511,0.930757,0.892405,2,3,0,0.227377
-6.88514,0.964583,0.892405,2,3,0,0.318924
-6.82165,1,0.892405,1,1,0,0.299881
-6.8446,0.994695,0.892405,1,1,0,0.307419
-8.9944,0.590191,0.892405,3,7,0,0.0600671
-7.28007,1,0.892405,2,3,0,0.137817
-6.77577,0.986427,0.892405,2,3,0,0.22135
-6.80897,0.933522,0.892405,2,3,0,0.295236
-6.74855,1,0.892405,2,3,0,0.254085
-7.30199,0.860309,0.892405,2,3,0,0.135911
-6.83207,0.934481,0.892405,3,7,0,0.303422
-6.81168,1,0.892405,1,1,0,0.296265
-6.81168,0.646867,0.892405,3,7,0,0.296265
-7.70059,0.87427,0.892405,3,7,0,0.108277
-6.95229,0.997922,0.892405,2,3,0,0.176293
-7.86657,0.914151,0.892405,2,3,0,0.0994738
-7.73238,1,0.892405,1,1,0,0.106496
-7.58628,0.864975,0.892405,3,7,0,0.115107
-7.36685,1,0.892405,1,1,0,0.130565
-7.30561,1,0.892405,1,1,0,0.1356
-8.24136,0.79803,0.892405,2,3,0,0.49355
-7.19418,1,0.892405,1,1,0,0.378346
-7.1086,1,0.892405,1,1,0,0.364639
-6.93423,1,0.892405,1,1,0,0.330904
-6.93423,0.767414,0.892405,3,7,0,0.330904
-6.75034,0.991508,0.892405,2,3,0,0.24155
-6.76593,0.949059,0.892405,2,3,0,0.274136
-6.75292,0.993706,0.892405,2,3,0,0.237767
-6.75038,1,0.892405,1,1,0,0.241478
-6.7663,0.953237,0.892405,2,3,0,0.274393
-7.7102,0.848876,0.892405,2,3,0,0.443099
-6.74804,0.990944,0.892405,2,3,0,0.249333
-7.98024,0.704613,0.892405,2,3,0,0.0940721
-8.22415,0.978451,0.892405,1,1,0,0.0838579
-9.08171,0.937462,0.892405,1,1,0,0.0579519
-7.05285,0.949025,0.892405,3,7,0,0.354889
-7.14317,0.676751,0.892405,3,7,0,0.370338
-7.95321,0.549664,0.892405,2,3,0,0.0953153
-7.54546,1,0.892405,1,1,0,0.117726
-6.90793,0.935478,0.892405,2,3,0,0.184113
-6.75596,0.986158,0.892405,2,3,0,0.265962
-6.75195,1,0.892405,1,1,0,0.261183
-7.56707,0.848705,0.892405,2,3,0,0.427268
-7.62774,1,0.892405,3,7,0,0.112548
-7.07477,0.992341,0.892405,2,3,0,0.159032
-6.75793,0.979965,0.892405,2,3,0,0.267869
-7.18778,0.919502,0.892405,2,3,0,0.377365
-6.86288,0.920622,0.892405,2,3,0,0.193505
-7.35211,0.95954,0.892405,3,7,0,0.400773
-6.89819,0.897104,0.892405,2,3,0,0.185998
-6.80532,0.99549,0.892405,2,3,0,0.209358
-6.82925,0.995713,0.892405,1,1,0,0.202008
-8.87588,0.655591,0.892405,2,3,0,0.0630956
-6.96359,0.939012,0.892405,2,3,0,0.174467
-6.99086,0.867925,0.892405,2,3,0,0.34303
-6.75859,1,0.892405,2,3,0,0.232125
-6.84901,0.973531,0.892405,2,3,0,0.308768
-6.97144,0.971188,0.892405,1,1,0,0.339033
-7.20072,0.944045,0.892405,1,1,0,0.379341
-6.85671,0.922444,0.892405,2,3,0,0.194946
-6.82916,0.96562,0.892405,3,7,0,0.302455
-6.79607,0.98093,0.892405,2,3,0,0.212649
-6.79081,0.987038,0.892405,2,3,0,0.287696
-6.83263,0.967949,0.892405,2,3,0,0.201073
-8.75625,0.851507,0.892405,2,3,0,0.534149
-7.44857,1,0.892405,1,1,0,0.413133
-7.58233,0.988293,0.892405,2,3,0,0.429016
-9.21048,0.641779,0.892405,1,1,0,0.565391
-6.7493,1,0.892405,2,3,0,0.243713
-6.77971,0.99419,0.892405,2,3,0,0.219446
-6.76011,1,0.892405,1,1,0,0.230909
-6.77489,0.997155,0.892405,1,1,0,0.221798
-6.81532,0.949607,0.892405,2,3,0,0.206113
-7.1443,0.911002,0.892405,2,3,0,0.370521
-6.90559,1,0.892405,2,3,0,0.324122
-6.9156,0.997593,0.892405,1,1,0,0.326552
-7.09139,0.957632,0.892405,1,1,0,0.361708
-7.02966,1,0.892405,1,1,0,0.350595
-6.85966,1,0.892405,3,7,0,0.19425
-6.79916,1,0.892405,1,1,0,0.211514
-7.12269,0.870752,0.892405,2,3,0,0.15342
-7.1843,0.997135,0.892405,2,3,0,0.146861
-6.97152,1,0.892405,2,3,0,0.173222
-7.06136,0.986336,0.892405,1,1,0,0.160697
-6.91125,1,0.892405,1,1,0,0.183486
-7.04667,0.978749,0.892405,1,1,0,0.162573
-7.15576,0.885506,0.892405,2,3,0,0.149816
-7.98844,0.940686,0.892405,3,7,0,0.470892
-8.06695,0.978757,0.892405,1,1,0,0.478157
-7.48839,0.588175,0.892405,2,3,0,0.121569
-6.75244,0.965823,0.892405,2,3,0,0.26187
-6.78527,0.988347,0.892405,2,3,0,0.216962
-7.28099,0.941592,0.892405,2,3,0,0.137737
-7.41762,0.880778,0.892405,2,3,0,0.409258
-10.0722,0.588821,0.892405,3,7,0,0.616253
-9.7147,1,0.892405,1,1,0,0.596295
-10.0965,0.98237,0.892405,3,7,0,0.0389129
-8.98757,1,0.892405,1,1,0,0.0602366
-7.8895,0.938911,0.892405,2,3,0,0.0983463
-6.95552,0.980248,0.892405,3,7,0,0.335638
-7.505,0.870021,0.892405,1,1,0,0.419994
-6.85885,0.908753,0.892405,2,3,0,0.194442
-6.76371,0.999814,0.892405,3,7,0,0.272566
-7.25317,0.863045,0.892405,3,7,0,0.140235
-7.0105,1,0.892405,1,1,0,0.16746
-7.01262,0.999676,0.892405,1,1,0,0.167162
-6.94914,1,0.892405,1,1,0,0.176813
-6.90434,1,0.892405,1,1,0,0.1848
-7.32884,0.843777,0.892405,2,3,0,0.133646
-7.28656,1,0.892405,2,3,0,0.137247
-6.89783,0.99479,0.892405,2,3,0,0.186069
-6.77577,0.999498,0.892405,3,7,0,0.280186
-6.83745,0.986213,0.892405,1,1,0,0.305169
-7.36454,0.786069,0.892405,2,3,0,0.130749
-6.97761,0.912644,0.892405,2,3,0,0.34032
-6.94037,1,0.892405,1,1,0,0.332293
-6.76936,0.97765,0.892405,2,3,0,0.22479
-7.73559,0.812851,0.892405,2,3,0,0.445786
-7.76151,0.992997,0.892405,1,1,0,0.448495
-7.60967,1,0.892405,3,7,0,0.113651
-6.75433,0.968444,0.892405,2,3,0,0.236143
-6.76264,0.981265,0.892405,2,3,0,0.229046
-7.41794,0.870122,0.892405,2,3,0,0.126636
-7.17947,1,0.892405,1,1,0,0.147352
-6.83405,0.996991,0.892405,2,3,0,0.200686
-6.81185,0.976867,0.892405,2,3,0,0.296326
-6.83275,0.9952,0.892405,1,1,0,0.303644
-6.80453,0.987762,0.892405,2,3,0,0.293505
-6.77922,0.987561,0.892405,2,3,0,0.219675
-7.34806,0.950937,0.892405,2,3,0,0.400234
-6.99236,1,0.892405,1,1,0,0.343331
-6.88092,1,0.892405,1,1,0,0.317808
-7.57815,0.69861,0.892405,2,3,0,0.11562
-6.78357,0.950565,0.892405,2,3,0,0.284272
-6.77311,1,0.892405,1,1,0,0.278671
-6.9727,0.961472,0.892405,2,3,0,0.339298
-7.17051,0.817652,0.892405,3,7,0,0.148272
-6.96411,1,0.892405,1,1,0,0.174385
-7.12975,0.975178,0.892405,1,1,0,0.152632
-8.29956,0.903291,0.892405,2,3,0,0.0810212
-8.38709,0.997666,0.892405,2,3,0,0.0778933
-9.19316,0.836228,0.892405,3,7,0,0.0553845
-8.78518,1,0.892405,2,3,0,0.0655449
-8.37857,1,0.892405,1,1,0,0.0781906
-7.02258,0.954254,0.892405,2,3,0,0.165783
-7.05781,0.998102,0.892405,3,7,0,0.355789
-7.0652,0.867003,0.892405,2,3,0,0.160215
-6.93917,0.923903,0.892405,3,7,0,0.332023
-7.15405,0.829291,0.892405,3,7,0,0.149997
-8.90999,0.81342,0.892405,2,3,0,0.0622047
-8.28733,1,0.892405,1,1,0,0.0814721
-6.94563,0.955954,0.892405,2,3,0,0.177396
-6.94563,0.789502,0.892405,2,3,0,0.177396
-6.95412,0.998647,0.892405,1,1,0,0.175993
-7.01019,0.982018,0.892405,2,3,0,0.167503
-7.22973,0.893804,0.892405,2,3,0,0.383678
-6.92016,1,0.892405,3,7,0,0.18184
-6.92016,0.778969,0.892405,2,3,0,0.18184
-7.13361,0.967282,0.892405,1,1,0,0.152207
-7.07851,1,0.892405,1,1,0,0.158574
-7.27716,0.972568,0.892405,1,1,0,0.138075
-7.29906,0.997161,0.892405,1,1,0,0.136162
-6.78742,0.950482,0.892405,3,7,0,0.286129
-7.02341,0.909388,0.892405,3,7,0,0.16567
-7.08166,0.888457,0.892405,2,3,0,0.360021
-6.92698,1,0.892405,1,1,0,0.329236
-7.06492,0.872165,0.892405,2,3,0,0.16025
-7.41026,0.955553,0.892405,2,3,0,0.127212
-10.5424,0.725797,0.892405,2,3,0,0.0329184
-11.366,0.944332,0.892405,3,7,0,0.678057
-7.15947,1,0.892405,2,3,0,0.149424
-6.74856,0.984112,0.892405,2,3,0,0.254105
-7.6521,0.83156,0.892405,2,3,0,0.436819
-6.80422,0.953815,0.892405,2,3,0,0.293381
-6.82719,0.968999,0.892405,2,3,0,0.202589
-7.921,0.791073,0.892405,2,3,0,0.464465
-7.14848,1,0.892405,2,3,0,0.371193
-8.22023,0.752873,0.892405,1,1,0,0.491736
-7.40447,1,0.892405,2,3,0,0.407588
-6.74884,1,0.892405,2,3,0,0.244951
-6.74985,0.999396,0.892405,2,3,0,0.257606
-6.95232,0.928102,0.892405,2,3,0,0.176288
-7.08418,0.97991,0.892405,1,1,0,0.157889
-6.85099,0.957095,0.892405,2,3,0,0.309364
-6.76136,1,0.892405,3,7,0,0.229966
-6.91056,0.974731,0.892405,2,3,0,0.183616
-6.91643,0.988761,0.892405,2,3,0,0.182523
-6.95663,0.888853,0.892405,2,3,0,0.335879
-6.977,0.99997,0.892405,3,7,0,0.172375
-6.85509,1,0.892405,2,3,0,0.195334
-6.76535,0.987799,0.892405,2,3,0,0.273736
-6.90476,0.949387,0.892405,2,3,0,0.18472
-6.75054,0.996264,0.892405,2,3,0,0.241197
-6.75274,0.837028,0.892405,2,3,0,0.262277
-7.7014,0.755305,0.892405,2,3,0,0.108231
-6.75815,0.949986,0.892405,3,7,0,0.268062
-7.12778,0.930836,0.892405,2,3,0,0.367831
-6.94715,1,0.892405,2,3,0,0.333804
-7.05899,0.854319,0.892405,2,3,0,0.160996
-6.81913,0.952595,0.892405,3,7,0,0.29899
-8.07743,0.589341,0.892405,2,3,0,0.0897956
-6.81179,0.92391,0.892405,2,3,0,0.296304
-6.87026,0.986528,0.892405,1,1,0,0.314911
-6.87026,0.945206,0.892405,1,1,0,0.314911
-6.82794,0.958392,0.892405,2,3,0,0.202378
-6.75693,0.99888,0.892405,2,3,0,0.233567
-6.81154,0.982562,0.892405,2,3,0,0.296212
-7.12333,0.868779,0.892405,2,3,0,0.153347
-10.1496,0.862299,0.892405,2,3,0,0.620384
-8.08222,1,0.892405,1,1,0,0.479545
-7.54052,1,0.892405,1,1,0,0.42419
-6.85765,1,0.892405,2,3,0,0.194723
-6.87597,0.996878,0.892405,1,1,0,0.190583
-6.78494,0.977683,0.892405,3,7,0,0.284943
-6.8515,0.984976,0.892405,1,1,0,0.309516
-6.8406,1,0.892405,1,1,0,0.306171
-7.32023,0.879475,0.892405,2,3,0,0.396487
-7.51701,0.689049,0.892405,2,3,0,0.119614
-7.18045,1,0.892405,1,1,0,0.147252
-7.19297,0.889648,0.892405,2,3,0,0.378161
-7.52444,0.972229,0.892405,2,3,0,0.422302
-6.75133,0.985551,0.892405,2,3,0,0.239931
-8.98717,0.505045,0.892405,2,3,0,0.0602466
-7.52473,0.949675,0.892405,3,7,0,0.119097
-7.68516,0.98231,0.892405,1,1,0,0.109159
-7.68516,0.955384,0.892405,1,1,0,0.109159
-7.85211,0.982937,0.892405,1,1,0,0.100195
-7.33478,1,0.892405,1,1,0,0.133155
-7.08264,1,0.892405,1,1,0,0.158075
-7.43817,0.952435,0.892405,1,1,0,0.125142
-7.50837,0.994693,0.892405,3,7,0,0.420396
-7.64249,0.964632,0.892405,1,1,0,0.435762
-6.87096,1,0.892405,2,3,0,0.19168
-6.773,0.986013,0.892405,2,3,0,0.278607
-6.7668,0.992777,0.892405,2,3,0,0.226315
-6.76788,0.993206,0.892405,2,3,0,0.275447
-6.75118,0.941633,0.892405,2,3,0,0.24015
-6.75923,0.99911,0.892405,3,7,0,0.269022
-6.7509,0.996543,0.892405,2,3,0,0.240603
-6.84488,0.976167,0.892405,2,3,0,0.307506
-7.56922,0.715898,0.892405,2,3,0,0.116189
-7.37698,1,0.892405,1,1,0,0.129768
-6.93513,0.994276,0.892405,3,7,0,0.331108
-7.23365,0.928193,0.892405,1,1,0,0.384255
-7.05778,0.823389,0.892405,2,3,0,0.161149
-6.75206,0.99231,0.892405,2,3,0,0.238875
-6.81204,0.959105,0.892405,2,3,0,0.207145
-6.76418,0.999782,0.892405,3,7,0,0.272907
-7.19911,0.870359,0.892405,2,3,0,0.145379
-6.77934,0.969083,0.892405,2,3,0,0.282119
-6.75715,0.928661,0.892405,2,3,0,0.233367
-7.29518,0.889944,0.892405,2,3,0,0.136497
-6.77936,0.986031,0.892405,2,3,0,0.219608
-6.7482,0.990255,0.892405,2,3,0,0.252342
-7.96936,0.700895,0.892405,2,3,0,0.0945695
-7.37372,0.988937,0.892405,2,3,0,0.130024
-6.98491,0.992054,0.892405,2,3,0,0.171177
-6.87309,1,0.892405,2,3,0,0.191211
-6.75851,0.988931,0.892405,2,3,0,0.268391
-6.74827,0.967988,0.892405,2,3,0,0.247204
-7.30311,0.888595,0.892405,2,3,0,0.39414
-6.98814,1,0.892405,1,1,0,0.342479
-7.5346,0.679604,0.892405,2,3,0,0.118441
-7.76915,0.991561,0.892405,2,3,0,0.104495
-6.75456,1,0.892405,2,3,0,0.264469
-6.75436,1,0.892405,3,7,0,0.236101
-6.74816,0.995218,0.892405,2,3,0,0.247919
-6.7511,0.999675,0.892405,2,3,0,0.259884
-7.25734,0.860325,0.892405,2,3,0,0.139854
-6.94487,0.929264,0.892405,2,3,0,0.333299
-7.31948,0.9102,0.892405,1,1,0,0.396385
-7.16393,1,0.892405,2,3,0,0.373651
-6.9063,1,0.892405,3,7,0,0.184424
-6.99397,0.980374,0.892405,2,3,0,0.169834
-7.25269,0.962734,0.892405,1,1,0,0.140279
-7.24891,0.998085,0.892405,3,7,0,0.386481
-8.22786,0.769754,0.892405,1,1,0,0.492392
-7.21509,1,0.892405,2,3,0,0.381505
-7.23347,0.995249,0.892405,1,1,0,0.384228
-6.77864,1,0.892405,2,3,0,0.219949
-6.76839,0.992162,0.892405,2,3,0,0.275774
-6.78744,0.984434,0.892405,3,7,0,0.216043
-7.12744,0.914031,0.892405,2,3,0,0.367775
-7.37745,0.937246,0.892405,1,1,0,0.404104
-7.25659,0.743456,0.892405,2,3,0,0.139923
-7.59903,0.986145,0.892405,2,3,0,0.114309
-7.84054,0.974739,0.892405,1,1,0,0.100778
-6.81126,0.994738,0.892405,3,7,0,0.296106
-6.85937,0.951617,0.892405,3,7,0,0.19432
-7.46319,0.935877,0.892405,2,3,0,0.123338
-6.91842,0.911252,0.892405,3,7,0,0.327226
-7.10947,0.953951,0.892405,1,1,0,0.364785
-6.89312,1,0.892405,1,1,0,0.320992
-6.99213,0.976259,0.892405,1,1,0,0.343286
-6.84719,1,0.892405,2,3,0,0.308215
-6.81842,0.838887,0.892405,2,3,0,0.205161
-8.82196,0.650233,0.892405,2,3,0,0.0645372
-8.36013,1,0.892405,2,3,0,0.0788389
-7.7823,1,0.892405,1,1,0,0.103794
-7.61451,1,0.892405,1,1,0,0.113354
-6.86465,0.977652,0.892405,2,3,0,0.193098
-6.75631,0.997845,0.892405,2,3,0,0.23414
-7.25737,0.892869,0.892405,2,3,0,0.387701
-7.53494,0.929364,0.892405,1,1,0,0.423537
-8.23342,0.827328,0.892405,1,1,0,0.49287
-7.28224,1,0.892405,1,1,0,0.391234
-7.01322,1,0.892405,1,1,0,0.347451
-7.04272,0.918664,0.892405,2,3,0,0.353033
-6.78427,0.964475,0.892405,2,3,0,0.21739
-6.80921,0.995416,0.892405,1,1,0,0.20806
-7.17948,0.948263,0.892405,2,3,0,0.147351
-6.79231,0.990183,0.892405,2,3,0,0.214085
-7.50612,0.878324,0.892405,2,3,0,0.120351
-7.16077,0.882697,0.892405,2,3,0,0.373152
-7.16077,0.823781,0.892405,1,1,0,0.373152
-7.8227,0.839869,0.892405,1,1,0,0.454758
-7.82812,1,0.892405,3,7,0,0.10141
-7.88479,0.994419,0.892405,1,1,0,0.0985762
-6.80978,0.968651,0.892405,2,3,0,0.207876
-6.7825,1,0.892405,1,1,0,0.218173
-6.74835,0.990173,0.892405,2,3,0,0.253198
-7.10786,0.909603,0.892405,2,3,0,0.155104
-8.1056,0.922371,0.892405,3,7,0,0.481654
-7.03209,1,0.892405,3,7,0,0.164496
-7.08052,0.880098,0.892405,2,3,0,0.359823
-7.11416,0.892944,0.892405,2,3,0,0.365572
-6.79431,0.977613,0.892405,2,3,0,0.289255
-7.23013,0.84754,0.892405,3,7,0,0.142378
-6.74883,0.980899,0.892405,2,3,0,0.255042
-6.74831,0.872232,0.892405,2,3,0,0.253033
-6.97071,0.943944,0.892405,2,3,0,0.173348
-6.7865,0.976584,0.892405,2,3,0,0.285697
-6.89818,0.984927,0.892405,3,7,0,0.186001
-6.74834,1,0.892405,2,3,0,0.246861
-7.18049,0.867975,0.892405,2,3,0,0.147248
-6.82176,0.938684,0.892405,2,3,0,0.204161
-6.75002,0.998432,0.892405,2,3,0,0.242151
-7.68999,0.821819,0.892405,2,3,0,0.440936
-6.77653,1,0.892405,2,3,0,0.220972
-7.51427,0.911106,0.892405,2,3,0,0.119798
-7.76373,0.962362,0.892405,2,3,0,0.104786
-6.74938,0.967344,0.892405,2,3,0,0.243515
-7.09271,0.923026,0.892405,2,3,0,0.156871
-7.83828,0.939994,0.892405,3,7,0,0.456325
-8.01355,1,0.892405,3,7,0,0.092573
-6.7735,0.967563,0.892405,2,3,0,0.222514
-7.02995,0.958133,0.892405,2,3,0,0.164783
-6.87809,1,0.892405,1,1,0,0.190127
-7.39599,0.952023,0.892405,3,7,0,0.406501
-6.95068,1,0.892405,2,3,0,0.334583
-6.79163,0.966389,0.892405,2,3,0,0.214351
-6.79391,0.987009,0.892405,2,3,0,0.28908
-6.88203,0.979945,0.892405,1,1,0,0.318104
-6.79157,1,0.892405,1,1,0,0.288038
-6.74802,1,0.892405,2,3,0,0.24996
-6.75608,0.99366,0.892405,2,3,0,0.234361
-6.95991,0.911323,0.892405,2,3,0,0.175055
-6.95991,0.752002,0.892405,2,3,0,0.175055
-6.74893,0.994712,0.892405,2,3,0,0.244709
-8.91338,0.754844,0.892405,3,7,0,0.0621168
-9.12181,0.90668,0.892405,3,7,0,0.0570116
-6.75806,0.992985,0.892405,3,7,0,0.232569
-7.52575,0.840944,0.892405,2,3,0,0.119028
-6.79372,0.948666,0.892405,2,3,0,0.288997
-6.79758,0.99913,0.892405,1,1,0,0.290658
-7.27291,0.901947,0.892405,2,3,0,0.389918
-8.16194,0.788279,0.892405,1,1,0,0.486662
-8.21217,0.986326,0.892405,1,1,0,0.491041
-7.77859,0.989687,0.892405,3,7,0,0.103991
-7.84395,0.98721,0.892405,3,7,0,0.456892
-7.97402,0.965149,0.892405,1,1,0,0.469533
-7.56721,1,0.892405,1,1,0,0.427285
-8.02913,0.960765,0.892405,2,3,0,0.474685
-8.23993,0.943896,0.892405,1,1,0,0.493428
-7.53736,1,0.892405,3,7,0,0.118258
-6.75349,0.960725,0.892405,3,7,0,0.263217
-6.75106,0.822338,0.892405,2,3,0,0.240345
-6.74834,0.999178,0.892405,2,3,0,0.253171
-6.84257,0.980155,0.892405,2,3,0,0.306789
-7.50662,0.842332,0.892405,2,3,0,0.420188
-9.2107,0.856012,0.892405,2,3,0,0.565404
-6.83108,1,0.892405,2,3,0,0.201501
-6.7747,0.983868,0.892405,3,7,0,0.279587
-6.7504,1,0.892405,2,3,0,0.241439
-7.36231,0.863262,0.892405,2,3,0,0.130926
-6.80878,1,0.892405,2,3,0,0.208202
-6.80201,0.984118,0.892405,2,3,0,0.292493
-6.79887,1,0.892405,3,7,0,0.211619
-6.81555,0.978323,0.892405,3,7,0,0.297699
-6.77689,0.972773,0.892405,2,3,0,0.220794
-6.83839,0.974657,0.892405,2,3,0,0.305471
-6.88766,0.996158,0.892405,2,3,0,0.319584
-6.88766,0.788983,0.892405,2,3,0,0.319584
-6.84838,1,0.892405,1,1,0,0.308575
-7.08775,0.925766,0.892405,2,3,0,0.36108
-6.76646,1,0.892405,2,3,0,0.226524
-6.75695,0.996084,0.892405,2,3,0,0.266943
-6.77487,0.997927,0.892405,3,7,0,0.221805
-7.64458,0.836046,0.892405,2,3,0,0.111536
-6.87432,1,0.892405,2,3,0,0.190941
-8.59228,0.742447,0.892405,2,3,0,0.0711775
-6.82332,0.987178,0.892405,3,7,0,0.300461
-6.806,1,0.892405,2,3,0,0.294084
-7.88432,0.848807,0.892405,3,7,0,0.0985994
-8.86867,0.93532,0.892405,3,7,0,0.542229
-8.86867,0.588558,0.892405,1,1,0,0.542229
-9.18047,0.989591,0.892405,3,7,0,0.0556697
-8.44603,1,0.892405,1,1,0,0.0758799
-8.61729,0.968986,0.892405,3,7,0,0.523807
-8.70183,0.97715,0.892405,1,1,0,0.530147
-6.82752,0.913875,0.892405,2,3,0,0.301902
-6.85399,0.993857,0.892405,1,1,0,0.310257
-6.85045,1,0.892405,3,7,0,0.19646
-6.79104,1,0.892405,1,1,0,0.214585
-6.82541,0.982755,0.892405,2,3,0,0.301183
-6.78385,0.979829,0.892405,2,3,0,0.217574
-6.78385,0.899344,0.892405,2,3,0,0.217574
-6.76015,0.994353,0.892405,2,3,0,0.269792
-6.78065,0.988452,0.892405,2,3,0,0.219008
-9.04789,0.579903,0.892405,2,3,0,0.05876
-7.03447,1,0.892405,2,3,0,0.164177
-7.26796,0.967102,0.892405,1,1,0,0.138895
-6.81922,0.999257,0.892405,2,3,0,0.20492
-6.77225,0.98846,0.892405,2,3,0,0.278164
-7.1932,0.862503,0.892405,2,3,0,0.145967
-7.2266,0.814146,0.892405,2,3,0,0.383217
-6.75095,0.986445,0.892405,2,3,0,0.240512
-9.33261,0.715739,0.892405,3,7,0,0.0523653
-7.0183,0.927206,0.892405,2,3,0,0.166371
-7.372,0.955102,0.892405,2,3,0,0.130159
-7.60586,0.972683,0.892405,1,1,0,0.113886
-8.00409,0.986563,0.892405,2,3,0,0.0929951
-7.72464,1,0.892405,1,1,0,0.106925
-7.03772,0.929348,0.892405,2,3,0,0.163747
-6.87779,0.954909,0.892405,2,3,0,0.31697
-6.7756,0.978611,0.892405,2,3,0,0.221435
-7.51326,0.863451,0.892405,2,3,0,0.119867
-8.18401,0.938677,0.892405,2,3,0,0.0854249
-6.94034,1,0.892405,2,3,0,0.178291
-7.09567,0.916603,0.892405,2,3,0,0.362443
-7.34706,0.827768,0.892405,2,3,0,0.400101
-7.53907,0.983431,0.892405,2,3,0,0.424021
-8.40096,0.791204,0.892405,1,1,0,0.506838
-7.75895,1,0.892405,2,3,0,0.448229
-7.69349,1,0.892405,3,7,0,0.108681
-7.2893,1,0.892405,1,1,0,0.137008
-6.82705,0.988058,0.892405,2,3,0,0.202631
-6.83778,0.977625,0.892405,2,3,0,0.305275
-7.03073,0.954959,0.892405,1,1,0,0.350796
-7.81588,0.876469,0.892405,3,7,0,0.102038
-6.88879,0.971072,0.892405,2,3,0,0.187886
-7.76311,0.888486,0.892405,2,3,0,0.10482
-7.42736,1,0.892405,1,1,0,0.125936
-8.35467,0.923901,0.892405,2,3,0,0.0790322
-7.95828,1,0.892405,1,1,0,0.0950804
-7.84241,1,0.892405,1,1,0,0.100683
-6.85349,0.889329,0.892405,3,7,0,0.310108
-6.90869,0.965291,0.892405,2,3,0,0.324882
-8.06668,0.825762,0.892405,3,7,0,0.0902546
-6.98797,0.964826,0.892405,2,3,0,0.17072
-6.78798,0.975244,0.892405,2,3,0,0.286393
-7.31793,0.818752,0.892405,2,3,0,0.134557
-7.21682,0.893761,0.892405,2,3,0,0.381763
-7.28051,0.983576,0.892405,1,1,0,0.39099
-7.28051,0.643853,0.892405,1,1,0,0.39099
-7.91061,0.845254,0.892405,1,1,0,0.463458
-6.93589,1,0.892405,2,3,0,0.179053
-6.7527,0.982143,0.892405,2,3,0,0.262216
-7.24603,0.864152,0.892405,2,3,0,0.140892
-7.0616,1,0.892405,1,1,0,0.160667
-6.76141,0.975418,0.892405,3,7,0,0.270813
-7.24602,0.933874,0.892405,2,3,0,0.140893
-6.80958,0.997646,0.892405,3,7,0,0.295471
-6.79104,1,0.892405,1,1,0,0.287802
-7.10015,0.881943,0.892405,2,3,0,0.155997
-7.0415,1,0.892405,1,1,0,0.163248
-6.86976,0.949625,0.892405,2,3,0,0.314774
-6.85689,0.976582,0.892405,2,3,0,0.311111
-6.83103,0.981793,0.892405,2,3,0,0.303076
-6.83103,0.700007,0.892405,2,3,0,0.303076
-7.05349,0.881909,0.892405,2,3,0,0.161695
-8.93845,0.826581,0.892405,2,3,0,0.0614733
-7.3985,0.999476,0.892405,2,3,0,0.128105
-7.18998,1,0.892405,1,1,0,0.146289
-7.12139,0.901703,0.892405,2,3,0,0.153565
-6.81737,0.938711,0.892405,2,3,0,0.205481
-6.74844,0.998317,0.892405,2,3,0,0.246405
-7.07376,0.930936,0.892405,2,3,0,0.358635
-6.93366,0.597903,0.892405,3,7,0,0.330773
-7.03878,0.881527,0.892405,2,3,0,0.163606
-7.03878,0.766929,0.892405,2,3,0,0.163606
-7.17828,0.972413,0.892405,2,3,0,0.147473
-6.78504,1,0.892405,2,3,0,0.21706
-6.74803,0.999033,0.892405,2,3,0,0.249394
-6.77275,0.996852,0.892405,2,3,0,0.222909
-7.06456,0.951011,0.892405,2,3,0,0.160295
-6.75277,0.961812,0.892405,2,3,0,0.237955
-6.75277,0.942055,0.892405,2,3,0,0.237955
-6.75302,0.999949,0.892405,1,1,0,0.237638
-6.76845,0.918597,0.892405,2,3,0,0.275812
-6.88573,0.956079,0.892405,2,3,0,0.188516
-6.87965,0.957698,0.892405,2,3,0,0.31747
-6.76875,1,0.892405,3,7,0,0.225142
-7.08724,0.922648,0.892405,2,3,0,0.360991
-6.81649,0.946551,0.892405,2,3,0,0.20575
-6.91346,0.994419,0.892405,2,3,0,0.183073
-6.79647,0.977523,0.892405,2,3,0,0.290185
-6.76536,0.972447,0.892405,2,3,0,0.227221
